Neck Angle (FaceMesh),39,28,35,25,24,28,40,29,27,26,20,24
Neck Angle (FaceMesh),39,28,35,25,24,28,40,29,27,26,20,24
Neck Angle (FaceMesh),39,28,35,25,24,28,40,29,27,26,20,24
Neck Angle (FaceMesh),39,28,35,25,24,28,40,29,27,26,20,24
Neck Angle (FaceMesh),36,34,39,39,35,36,28,26
